URL,locale,primaryQuery,shortTitle,seoTitle,titleLength,headline,description,descriptionLength,canonical,hreflang,status,issues
"https://www.floxant.de/regensburg/reinigungsfirma","de-DE","reinigungsfirma regensburg","Reinigungsfirma Regensburg","Reinigungsfirma Regensburg | Büroreinigung & Angebot | FLOXANT","62","Reinigungsfirma in Regensburg für Büro, Gewerbe, Wohnung und Übergabe","Reinigungsfirma Regensburg für Büro, Gewerbe, Wohnung, Endreinigung und Angebot: Stadtteil, Fläche, Fotos und Turnus prüfen.","124","https://www.floxant.de/regensburg/reinigungsfirma","de-DE:https://www.floxant.de/regensburg/reinigungsfirma | x-default:https://www.floxant.de/regensburg/reinigungsfirma","PASS",""
"https://www.floxant.de/angebot-vergleichen-regensburg","de-DE","angebot vergleichen regensburg","Angebot vergleichen Regensburg","Angebot vergleichen Regensburg | Reinigung, Umzug & Räumung | FLOXANT","69","Angebot aus Regensburg sachlich prüfen für Reinigung, Umzug oder Wohnungsauflösung","Angebot vergleichen Regensburg: Reinigung, Büroreinigung, Umzug, Wohnungsauflösung oder Entrümpelung mit Fotos sachlich prüfen.","127","https://www.floxant.de/angebot-vergleichen-regensburg","de-DE:https://www.floxant.de/angebot-vergleichen-regensburg | x-default:https://www.floxant.de/angebot-vergleichen-regensburg","PASS",""
"https://www.floxant.de/regensburg/umzugsservice","de-DE","umzugsservice regensburg","Umzugsservice Regensburg","Umzugsservice Regensburg | Umzug, Zusatzleistungen & Angebot","60","Umzugsservice Regensburg für Planung, Transport und Zusatzleistungen","Umzugsservice Regensburg für Planung, Tragen, Transport, Demontage, Reinigung danach und Angebotsprüfung mit Fotos und Eckdaten.","128","https://www.floxant.de/regensburg/umzugsservice","de-DE:https://www.floxant.de/regensburg/umzugsservice | en:https://www.floxant.de/en/regensburg/moving | x-default:https://www.floxant.de/regensburg/umzugsservice","PASS",""
"https://www.floxant.de/regensburg/umzug-kosten","de-DE","umzugskosten regensburg","Umzugskosten Regensburg","Umzugskosten Regensburg | Kostenfaktoren & Angebot prüfen","57","Umzugskosten Regensburg verstehen und Angebot prüfen lassen","Umzugskosten Regensburg verstehen: Wohnungsgroesse, Etage, Aufzug, Entfernung, Haltezone, Demontage, Kartons, Reinigung und Angebot prüfen.","139","https://www.floxant.de/regensburg/umzug-kosten","de-DE:https://www.floxant.de/regensburg/umzug-kosten | en:https://www.floxant.de/en/regensburg/moving-costs | x-default:https://www.floxant.de/regensburg/umzug-kosten","PASS",""
"https://www.floxant.de/regensburg/seniorenumzug","de-DE","seniorenumzug regensburg","Seniorenumzug Regensburg","Seniorenumzug Regensburg | Ruhig mit Angehoerigen planen","56","Seniorenumzug Regensburg ruhig mit Angehoerigen und Übergabe planen","Seniorenumzug Regensburg mit Angehoerigen, Packhilfe, Übergabe, Wohnungsauflösung und Reinigung nach Auszug ruhig prüfen.","121","https://www.floxant.de/regensburg/seniorenumzug","de-DE:https://www.floxant.de/regensburg/seniorenumzug | x-default:https://www.floxant.de/regensburg/seniorenumzug","PASS",""
"https://www.floxant.de/regensburg/reinigung-nach-umzug","de-DE","reinigung nach umzug regensburg","Reinigung nach Umzug Regensburg","Reinigung nach Umzug Regensburg | Übergabe vorbereiten","54","Reinigung nach Umzug Regensburg für Auszug, Endreinigung und Übergabe","Reinigung nach Umzug in Regensburg für Auszug, Endreinigung, Übergabe, Restpunkte und Fotos unverbindlich prüfen.","113","https://www.floxant.de/regensburg/reinigung-nach-umzug","de-DE:https://www.floxant.de/regensburg/reinigung-nach-umzug | en:https://www.floxant.de/en/regensburg/cleaning-after-moving | x-default:https://www.floxant.de/regensburg/reinigung-nach-umzug","PASS",""
"https://www.floxant.de/regensburg/angebot-vergleichen","de-DE","angebot prüfen regensburg","Angebot prüfen Regensburg","Angebot prüfen Regensburg | Umzug, Reinigung & Räumung","54","Angebot in Regensburg prüfen für Umzug, Reinigung oder Wohnungsauflösung","Angebot in Regensburg prüfen: Umzugskosten, Reinigungsangebot, Wohnungsauflösung oder Entrümpelung mit Fotos sachlich vergleichen.","130","https://www.floxant.de/regensburg/angebot-vergleichen","de-DE:https://www.floxant.de/regensburg/angebot-vergleichen | en:https://www.floxant.de/en/regensburg/moving-quote-review | x-default:https://www.floxant.de/regensburg/angebot-vergleichen","PASS",""
"https://www.floxant.de/en/regensburg/cleaning","en","cleaning service regensburg","Cleaning Service Regensburg","Cleaning Service Regensburg | English Quote & WhatsApp","54","Cleaning service in Regensburg for apartment, office and practice","English cleaning service in Regensburg for apartment, office, practice and commercial spaces. Send photos, timing and an existing quote for review.","147","https://www.floxant.de/en/regensburg/cleaning","de-DE:https://www.floxant.de/regensburg/reinigung | en:https://www.floxant.de/en/regensburg/cleaning | x-default:https://www.floxant.de/regensburg/reinigung","PASS",""
"https://www.floxant.de/en/regensburg/office-cleaning","en","office cleaning regensburg","Office Cleaning Regensburg","Office Cleaning Regensburg | English Request & Quote Review","59","Office cleaning in Regensburg with scope, timing and quote review","Office cleaning in Regensburg for workplaces, kitchen, sanitary areas and after-hours access. Send photos and review an existing cleaning quote.","144","https://www.floxant.de/en/regensburg/office-cleaning","de-DE:https://www.floxant.de/regensburg/gewerbereinigung | en:https://www.floxant.de/en/regensburg/office-cleaning | x-default:https://www.floxant.de/regensburg/gewerbereinigung","PASS",""
"https://www.floxant.de/en/regensburg/apartment-cleaning","en","apartment cleaning regensburg","Apartment Cleaning Regensburg","Apartment Cleaning Regensburg | Move-Out & Handover","51","Apartment cleaning in Regensburg before move-out or handover","Apartment cleaning in Regensburg for move-out, handover, empty flats and deep cleaning. English request with photos and quote review.","133","https://www.floxant.de/en/regensburg/apartment-cleaning","de-DE:https://www.floxant.de/regensburg/reinigung | en:https://www.floxant.de/en/regensburg/apartment-cleaning | x-default:https://www.floxant.de/regensburg/reinigung","PASS",""
"https://www.floxant.de/en/regensburg/deep-cleaning","en","deep cleaning regensburg","Deep Cleaning Regensburg","Deep Cleaning Regensburg | Apartment, Office & Move-Out","55","Deep cleaning in Regensburg after move-out, renovation or heavy dirt","Deep cleaning in Regensburg after move-out, renovation or heavy dirt. Send photos, scope and timing for a realistic English assessment.","135","https://www.floxant.de/en/regensburg/deep-cleaning","de-DE:https://www.floxant.de/grundreinigung-regensburg | en:https://www.floxant.de/en/regensburg/deep-cleaning | x-default:https://www.floxant.de/grundreinigung-regensburg","PASS",""
"https://www.floxant.de/en/regensburg/move-out-cleaning","en","move","Move-Out Cleaning Regensburg","Move-Out Cleaning Regensburg | Apartment Handover","49","Move-out cleaning in Regensburg for apartment handover","Move-out cleaning in Regensburg for apartment handover, empty flats and key return. English WhatsApp request with photos and quote review.","138","https://www.floxant.de/en/regensburg/move-out-cleaning","de-DE:https://www.floxant.de/regensburg/reinigung | en:https://www.floxant.de/en/regensburg/move-out-cleaning | x-default:https://www.floxant.de/regensburg/reinigung","PASS",""
"https://www.floxant.de/en/regensburg/stairwell-cleaning","en","stairwell cleaning regensburg","Stairwell Cleaning Regensburg","Stairwell Cleaning Regensburg | Entrance & Hallway","50","Stairwell cleaning in Regensburg for entrance, hallway and property management","Stairwell cleaning in Regensburg for entrances, hallways and property management. English request with floors, access, photos and quote review.","143","https://www.floxant.de/en/regensburg/stairwell-cleaning","de-DE:https://www.floxant.de/treppenhausreinigung-regensburg | en:https://www.floxant.de/en/regensburg/stairwell-cleaning | x-default:https://www.floxant.de/treppenhausreinigung-regensburg","PASS",""
"https://www.floxant.de/en/regensburg/cleaning-quote-review","en","cleaning quote review regensburg","Cleaning Quote Review Regensburg","Cleaning Quote Review Regensburg | Compare Before Booking","57","Cleaning quote review in Regensburg before you book","Review a cleaning quote in Regensburg before booking. FLOXANT checks price, scope, timing, access, extra items and photos in English.","133","https://www.floxant.de/en/regensburg/cleaning-quote-review","de-DE:https://www.floxant.de/angebot-vergleichen-regensburg | en:https://www.floxant.de/en/regensburg/cleaning-quote-review | x-default:https://www.floxant.de/angebot-vergleichen-regensburg","PASS",""
"https://www.floxant.de/en/regensburg/moving","en","moving service regensburg","Moving Service Regensburg","Moving Service Regensburg | English Quote Review","48","Moving service in Regensburg with photos, access and quote review","Moving service in Regensburg for apartment moves, furniture, access checks and cleaning after moving. Send photos and review a quote in English.","144","https://www.floxant.de/en/regensburg/moving","de-DE:https://www.floxant.de/regensburg/umzugsservice | en:https://www.floxant.de/en/regensburg/moving | x-default:https://www.floxant.de/regensburg/umzugsservice","PASS",""
"https://www.floxant.de/en/regensburg/moving-company","en","moving company regensburg","Moving Company Regensburg","Moving Company Regensburg | English Request & Estimate","54","Moving company in Regensburg for clear scope before booking","Moving company in Regensburg: send volume, floor, access, photos and timing. FLOXANT checks the move and an existing quote in English.","134","https://www.floxant.de/en/regensburg/moving-company","de-DE:https://www.floxant.de/regensburg/umzugsunternehmen | en:https://www.floxant.de/en/regensburg/moving-company | x-default:https://www.floxant.de/regensburg/umzugsunternehmen","PASS",""
"https://www.floxant.de/en/regensburg/moving-costs","en","moving costs regensburg","Moving Costs Regensburg","Moving Costs Regensburg | Estimate Factors & Quote Review","57","Moving costs in Regensburg: factors before a quote makes sense","Understand moving costs in Regensburg: volume, floor, access, parking, distance, dismantling, cleaning and quote review in English.","131","https://www.floxant.de/en/regensburg/moving-costs","de-DE:https://www.floxant.de/regensburg/umzug-kosten | en:https://www.floxant.de/en/regensburg/moving-costs | x-default:https://www.floxant.de/regensburg/umzug-kosten","PASS",""
"https://www.floxant.de/en/regensburg/house-clearance","en","house clearance regensburg","House Clearance Regensburg","House Clearance Regensburg | Apartment Clearance & Cleaning","59","House clearance in Regensburg with calm scope and quote review","House and apartment clearance in Regensburg with photos, access, disposal scope and cleaning after clearance. English request and quote review.","143","https://www.floxant.de/en/regensburg/house-clearance","de-DE:https://www.floxant.de/regensburg/wohnungsaufloesung | en:https://www.floxant.de/en/regensburg/house-clearance | x-default:https://www.floxant.de/regensburg/wohnungsaufloesung","PASS",""
"https://www.floxant.de/en/regensburg/cleaning-after-moving","en","cleaning after moving regensburg","Cleaning After Moving Regensburg","Cleaning After Moving Regensburg | Handover Cleaning","52","Cleaning after moving in Regensburg for handover or next use","Cleaning after moving in Regensburg for apartment handover, empty flats and move-out cleaning. English request with photos and quote review.","140","https://www.floxant.de/en/regensburg/cleaning-after-moving","de-DE:https://www.floxant.de/regensburg/reinigungsfirma | en:https://www.floxant.de/en/regensburg/cleaning-after-moving | x-default:https://www.floxant.de/regensburg/reinigungsfirma","PASS",""
"https://www.floxant.de/en/regensburg/apartment-clearance","en","apartment clearance regensburg","Apartment Clearance Regensburg","Apartment Clearance Regensburg | Clearance, Disposal & Cleaning","63","Apartment clearance in Regensburg with disposal scope and quote review","Apartment clearance in Regensburg with photos, access, disposal scope and possible cleaning after clearance. English request and quote review.","142","https://www.floxant.de/en/regensburg/apartment-clearance","de-DE:https://www.floxant.de/regensburg/entruempelung | en:https://www.floxant.de/en/regensburg/apartment-clearance | x-default:https://www.floxant.de/regensburg/entruempelung","PASS",""
"https://www.floxant.de/en/regensburg/moving-quote-review","en","moving quote review regensburg","Moving Quote Review Regensburg","Moving Quote Review Regensburg | Compare Before Booking","55","Moving quote review in Regensburg before you book","Review a moving quote in Regensburg before booking. FLOXANT checks volume, access, extras, cleaning, timing and price assumptions in English.","141","https://www.floxant.de/en/regensburg/moving-quote-review","de-DE:https://www.floxant.de/angebot-vergleichen-regensburg | en:https://www.floxant.de/en/regensburg/moving-quote-review | x-default:https://www.floxant.de/angebot-vergleichen-regensburg","PASS",""
"https://www.floxant.de/en/duesseldorf/cleaning","en","cleaning service düsseldorf","Cleaning Düsseldorf","Cleaning Service Düsseldorf | English Request | FLOXANT","55","Cleaning service in Düsseldorf for homes, offices and practices","Cleaning service in Düsseldorf for apartments, offices, practices and commercial spaces. Send property type, size, timing, access and photos in English.","152","https://www.floxant.de/en/duesseldorf/cleaning","de-DE:https://www.floxant.de/duesseldorf/reinigung | en:https://www.floxant.de/en/duesseldorf/cleaning | x-default:https://www.floxant.de/duesseldorf/reinigung","PASS",""
"https://www.floxant.de/en/duesseldorf/office-cleaning","en","office cleaning düsseldorf","Office Cleaning Düsseldorf","Office Cleaning Düsseldorf | Schedule & Quote | FLOXANT","55","Office cleaning in Düsseldorf with a clear schedule and scope","Office cleaning in Düsseldorf for workspaces, kitchens, sanitary areas and meeting rooms. Send size, frequency, access and preferred cleaning times.","148","https://www.floxant.de/en/duesseldorf/office-cleaning","de-DE:https://www.floxant.de/duesseldorf/bueroreinigung | en:https://www.floxant.de/en/duesseldorf/office-cleaning | x-default:https://www.floxant.de/duesseldorf/bueroreinigung","PASS",""
"https://www.floxant.de/en/duesseldorf/commercial-cleaning","en","commercial cleaning düsseldorf","Commercial Cleaning Düsseldorf","Commercial Cleaning Düsseldorf | Scope & Quote | FLOXANT","56","Commercial cleaning in Düsseldorf by property type and use","Commercial cleaning in Düsseldorf for shops, studios and business properties. Send area, use, time windows, access, frequency and required scope.","145","https://www.floxant.de/en/duesseldorf/commercial-cleaning","de-DE:https://www.floxant.de/duesseldorf/gewerbereinigung | en:https://www.floxant.de/en/duesseldorf/commercial-cleaning | x-default:https://www.floxant.de/duesseldorf/gewerbereinigung","PASS",""
"https://www.floxant.de/en/duesseldorf/apartment-cleaning","en","apartment cleaning düsseldorf","Apartment Cleaning Düsseldorf","Apartment Cleaning Düsseldorf | English Request | FLOXANT","57","Apartment cleaning in Düsseldorf for occupied or empty homes","Apartment cleaning in Düsseldorf for occupied homes, empty flats and handovers. Send rooms, condition, access, timing and photos in English.","140","https://www.floxant.de/en/duesseldorf/apartment-cleaning","de-DE:https://www.floxant.de/duesseldorf/reinigung | en:https://www.floxant.de/en/duesseldorf/apartment-cleaning | x-default:https://www.floxant.de/duesseldorf/reinigung","PASS",""
"https://www.floxant.de/en/duesseldorf/deep-cleaning","en","deep cleaning düsseldorf","Deep Cleaning Düsseldorf","Deep Cleaning Düsseldorf | Condition & Scope | FLOXANT","54","Deep cleaning in Düsseldorf after renovation or heavy use","Deep cleaning in Düsseldorf after renovation, vacancy or heavy use. Send rooms, surfaces, condition, access, desired result and photos in English.","146","https://www.floxant.de/en/duesseldorf/deep-cleaning","de-DE:https://www.floxant.de/duesseldorf/reinigung | en:https://www.floxant.de/en/duesseldorf/deep-cleaning | x-default:https://www.floxant.de/duesseldorf/reinigung","PASS",""
"https://www.floxant.de/en/duesseldorf/move-out-cleaning","en","move-out cleaning düsseldorf","Move-Out Cleaning Düsseldorf","Move-Out Cleaning Düsseldorf | Handover | FLOXANT","49","Move-out cleaning in Düsseldorf before the apartment handover","Move-out cleaning in Düsseldorf before key return or handover. Send rooms, kitchen and bathroom condition, remaining items, access, date and photos.","148","https://www.floxant.de/en/duesseldorf/move-out-cleaning","de-DE:https://www.floxant.de/duesseldorf/reinigung | en:https://www.floxant.de/en/duesseldorf/move-out-cleaning | x-default:https://www.floxant.de/duesseldorf/reinigung","PASS",""
"https://www.floxant.de/en/duesseldorf/window-cleaning","en","window cleaning düsseldorf","Window Cleaning Düsseldorf","Window Cleaning Düsseldorf | Glass & Access | FLOXANT","53","Window cleaning in Düsseldorf with glass area and access details","Window cleaning in Düsseldorf for homes, offices and shops. Send window count, glass area, inside or outside, frames, floor, access and timing.","143","https://www.floxant.de/en/duesseldorf/window-cleaning","de-DE:https://www.floxant.de/duesseldorf/fensterreinigung | en:https://www.floxant.de/en/duesseldorf/window-cleaning | x-default:https://www.floxant.de/duesseldorf/fensterreinigung","PASS",""
"https://www.floxant.de/en/duesseldorf/cleaning-quote-review","en","cleaning quote review düsseldorf","Cleaning Quote Review","Cleaning Quote Review Düsseldorf | Scope Check | FLOXANT","56","Review a Düsseldorf cleaning quote before you decide","Review a cleaning quote for Düsseldorf: scope, area, frequency, access, time windows, materials, extras and missing assumptions checked in English.","147","https://www.floxant.de/en/duesseldorf/cleaning-quote-review","de-DE:https://www.floxant.de/angebot-vergleichen-duesseldorf | en:https://www.floxant.de/en/duesseldorf/cleaning-quote-review | x-default:https://www.floxant.de/angebot-vergleichen-duesseldorf","PASS",""
