code,severity,source,route,context,term,snippet,status
UNSUPPORTED_GUARANTEE,WARNING,out/fairpreis-check.html,/fairpreis-check,visible-or-meta,garantiert,"g ist kostenlos und unverbindlich. Ein Auftrag entsteht erst nach separater Abstimmung. Bekomme ich garantiert ein günstigeres Angebot? Nein. FLOXANT prüft sachlich, ob Preis und Umfang plausibel sind und ob eine passende Alternative möglich ist. Wel",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/geruchslos-protokoll.html,/geruchslos-protokoll,visible-or-meta,Garantiert,"reitung, wenn der letzte Termin sicherer laufen soll. Seite öffnen FAQ Häufige Fragen zu Geruchslos Garantiert FLOXANT, dass jeder Geruch verschwindet? Nein. Geruch hängt von Quelle, Material, Dauer und Zustand ab. FLOXANT kann reinigen und Quellenbe",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/immobilie-verkaufsbereit-machen.html,/immobilie-verkaufsbereit-machen,visible-or-meta,Garantiert,"os oder Eigentuemerwechsel: Räumung, Entsorgung, Reinigung, Fotos und Dokumentation nach Absprache. Garantiert FLOXANT einen besseren Verkaufspreis? Nein. FLOXANT unterstützt bei Räumung, Reinigung, Entsorgung und Vorbereitung, garantiert aber keinen",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/immobilie-verkaufsbereit-machen.html,/immobilie-verkaufsbereit-machen,visible-or-meta,garantiert,"seren Verkaufspreis? Nein. FLOXANT unterstützt bei Räumung, Reinigung, Entsorgung und Vorbereitung, garantiert aber keinen Verkaufserfolg, keine Wertsteigerung und keinen besseren Preis. Ist FLOXANT ein Makler? Nein. FLOXANT uebernimmt keine Maklerle",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/makler-vermieter-link.html,/makler-vermieter-link,visible-or-meta,Garantiert,"der Mieterwechsel-Service passender, dieser Link kann aber als schneller Startpunkt genutzt werden. Garantiert FLOXANT eine Vermietung? Nein. FLOXANT unterstützt praktisch und organisatorisch, garantiert aber keine Vermietung, Abnahme oder Vermietere",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/makler-vermieter-link.html,/makler-vermieter-link,visible-or-meta,garantiert,"erden. Garantiert FLOXANT eine Vermietung? Nein. FLOXANT unterstützt praktisch und organisatorisch, garantiert aber keine Vermietung, Abnahme oder Vermieterentscheidung. Werden Renovierungen uebernommen? Nur Leistungen, die FLOXANT wirklich anbietet ",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/mieterwechsel-service-regensburg.html,/mieterwechsel-service-regensburg,visible-or-meta,garantiert,"kehrende Zusammenarbeit angefragt und anhand der Eckdaten geprüft werden. Kann FLOXANT eine Wohnung garantiert wieder vermietbar machen? Nein. FLOXANT kann Räumung, Reinigung, Entsorgung und Vorbereitung unterstützen, aber keine Neuvermietung oder vo",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/panikfrei-in-24h.html,/panikfrei-in-24h,visible-or-meta,garantiert,"ite öffnen FAQ Häufige Fragen zu Kurzfristige Reinigung Ist eine Reinigung innerhalb von 24 Stunden garantiert? Nein. FLOXANT prüft kurzfristige Fälle nach Kapazität, Ort, Umfang und Zugang. Eine ehrliche Prüfung ist besser als ein leeres Versprechen",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/plan-b-service.html,/plan-b-service,visible-or-meta,Garantie,"Fotos, vorhandenes Angebot, Umfang, Zugang, Budget und eine Telefonnummer oder E-Mail. Gibt es eine Garantie? Nein. Der Plan-B-Service ist eine Machbarkeitspruefung nach Verfügbarkeit und ersetzt keine Rechtsberatung, keine Anbieterbewertung und ke",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/pv-anlagen-reinigung.html,/pv-anlagen-reinigung,visible-or-meta,garantiert,"lant werden kann. Gibt es eine Ertragsgarantie? Nein. FLOXANT ordnet Reinigung und Machbarkeit ein, garantiert aber keine Ertragssteigerung, technische Leistung oder Verfügbarkeit. Can I request solar panel cleaning in English? Yes. You can describe ",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/regensburg/angebot-vergleichen.html,/regensburg/angebot-vergleichen,visible-or-meta,garantiert,"Turnus, Termin, Zusatzpositionen, Zugang, Fotos und fehlende Annahmen. Wird ein vorhandenes Angebot garantiert unterboten? Nein. Es gibt keine Unterbietungsgarantie. Ziel ist eine sachliche zweite Einordnung und, falls passend, eine Alternative. Kann",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/regensburg/uebergabereinigung.html,/regensburg/uebergabereinigung,visible-or-meta,Garantiert,"g nach Umzug Regensburg Angebotsprüfung Regensburg Angebot vergleichen Regensburg Region Regensburg Garantiert die Reinigung die Wohnungsabnahme? Nein. FLOXANT kann keine Abnahme oder Kautionsrückzahlung garantieren. Die Reinigung wird nach Zustand, ",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/rueckfahrt-boerse.html,/rueckfahrt-boerse,visible-or-meta,garantiert," die Strecke zu einer Rückfahrt, Leerfahrt oder flexiblen Transportlösung passt. Ist eine Rückfahrt garantiert verfügbar? Nein. Rückfahrten entstehen nur, wenn Strecke, Datum, Umfang, Zugang und Kapazität zusammenpassen. FLOXANT prüft nach Verfügbark",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/schadensbegrenzung.html,/schadensbegrenzung,visible-or-meta,Garantie,"bot kann aber helfen, offene Punkte, Umfang und Zeitdruck organisatorisch einzuordnen. Gibt es eine Garantie für Soforteinsatz? Nein. Machbarkeit haengt von Ort, Termin, Umfang, Zugang und Kapazität ab. FLOXANT formuliert bewusst keine falsche Sofo",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/solarreinigung.html,/solarreinigung,visible-or-meta,garantiert,", Verschmutzung und Wasseranschluss reichen oft für den ersten Schritt. Wird eine Ertragssteigerung garantiert? Nein. FLOXANT prüft Reinigungsaufwand und Machbarkeit, gibt aber keine Garantie auf Stromertrag, technische Leistung, Verfügbarkeit oder P",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/teppichreinigung-regensburg.html,/teppichreinigung-regensburg,visible-or-meta,Garantie,"eprüft werden. Für Büroflächen sind Randzeiten oder betriebsruhige Zeiten oft wichtig. Gibt es eine Garantie, dass Flecken verschwinden? Nein. Flecken hängen von Material, Alter, Vorbehandlung, Farbstoff, Feuchtigkeit und Tiefe ab. FLOXANT prüft de",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/uebergabe-sprint.html,/uebergabe-sprint,visible-or-meta,Garantiert,"abe-Sprint? Eine Prüfung der letzten praktischen Aufgaben vor Übergabe, Rückgabe oder Besichtigung. Garantiert FLOXANT die Abnahme? Nein. FLOXANT kann reinigen, räumen und vorbereiten, aber keine Abnahme oder Kautionsrückzahlung garantieren. Kann FLO",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/uebergabeakte.html,/uebergabeakte,visible-or-meta,Garantiert,"echseln kann sie helfen, Leistungen, Objektstatus, Fotos und offene Punkte klarer zu kommunizieren. Garantiert FLOXANT damit die Wohnungsübergabe? Nein. FLOXANT kann den Ablauf vorbereiten und dokumentieren. Abnahme, Kautionsentscheidung und Vermiete",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/vermieter-schockschutz-reinigung.html,/vermieter-schockschutz-reinigung,visible-or-meta,Garantiert,"esuch oder Neuvermietung sachlich prüfen. Seite öffnen FAQ Häufige Fragen zu Vermieter-Schockschutz Garantiert der Service die volle Kaution? Nein. Die Kaution haengt von Mietvertrag, Zustand, Schaeden und Vermieterentscheidung ab. Der Service reduzi",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/wohnung-wieder-vermietbar.html,/wohnung-wieder-vermietbar,visible-or-meta,Garantiert,"äumung, Entsorgung, Reinigung und Dokumentation wieder nutzbarer und präsentierbarer vorzubereiten. Garantiert FLOXANT, dass die Wohnung vermietet wird? Nein. FLOXANT kann Räumung, Reinigung, Entsorgung und Vorbereitung unterstützen, garantiert aber ",MANUAL_REVIEW
UNSUPPORTED_GUARANTEE,WARNING,out/wohnung-wieder-vermietbar.html,/wohnung-wieder-vermietbar,visible-or-meta,garantiert,"ng vermietet wird? Nein. FLOXANT kann Räumung, Reinigung, Entsorgung und Vorbereitung unterstützen, garantiert aber keine Vermietung, Abnahme oder Entscheidung durch Vermieter, Makler oder Hausverwaltung. Für wen ist der Service geeignet? Für Vermiet",MANUAL_REVIEW
