"URL","locale","cluster","primaryIntent","targetAudience","relatedService","currentQuality","uniqueness","evidence","action","priority"
"https://www.floxant.de/blog/wohnungsuebergabe-komplettpaket","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Uebergabe vorbereiten","Privatkunden und Entscheidende","/regensburg/besenreine-uebergabe","GOOD","HIGH","Rendered HTML: 1532 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 32%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/schluesseluebergabe-service","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Uebergabe vorbereiten","Privatkunden und Entscheidende","/regensburg/besenreine-uebergabe","GOOD","HIGH","Rendered HTML: 1426 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 35%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/nicht-vor-ort-paket","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/leistungen","GOOD","HIGH","Rendered HTML: 1405 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 37%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/kautionsschutz-vorbereitung","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/leistungen","GOOD","HIGH","Rendered HTML: 1320 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 35%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/uebergabe-check-vor-vermietertermin","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Uebergabe vorbereiten","Privatkunden und Entscheidende","/regensburg/besenreine-uebergabe","GOOD","HIGH","Rendered HTML: 1362 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 34%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/volumen-risiko-check-umzug","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/umzug","GOOD","HIGH","Rendered HTML: 1405 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 35%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/umzug-ist-kein-transportproblem","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/umzug","GOOD","HIGH","Rendered HTML: 1335 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 35%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/billige-umzugsangebote-risiko","de","C_ANGEBOT_UND_LEISTUNGSUMFANG","Angebot oder Kosten einordnen","Privatkunden und Entscheidende","/angebot-guenstiger-pruefen","GOOD","HIGH","Rendered HTML: 1324 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 35%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/wohnung-uebergabebereit-machen","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Uebergabe vorbereiten","Privatkunden und Entscheidende","/regensburg/besenreine-uebergabe","GOOD","MEDIUM","Rendered HTML: 1221 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 41%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/entruempelung-vor-wohnungsuebergabe","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Uebergabe vorbereiten","Privatkunden und Entscheidende","/regensburg/entruempelung","GOOD","HIGH","Rendered HTML: 1362 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 35%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/remote-move-out-service","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/leistungen","GOOD","HIGH","Rendered HTML: 1319 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 34%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/seniorenumzug-fuer-angehoerige","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/umzug","GOOD","HIGH","Rendered HTML: 1268 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 35%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/diskreter-umzug-sensible-situationen","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Leistung und Ablauf verstehen","Private Clients und Angehoerige","/regensburg/umzug","GOOD","MEDIUM","Rendered HTML: 1259 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 40%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/nachlassraeumung-mit-respekt","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Leistung und Ablauf verstehen","Private Clients und Angehoerige","/regensburg/entruempelung","GOOD","HIGH","Rendered HTML: 1237 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 38%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/berufsumzug-wenig-zeit","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/umzug","GOOD","HIGH","Rendered HTML: 1231 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 37%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/service-fuer-hausverwaltungen","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Unternehmen und Verwaltungen","/leistungen","GOOD","MEDIUM","Rendered HTML: 1234 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 44%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/service-fuer-makler","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Unternehmen und Verwaltungen","/leistungen","GOOD","HIGH","Rendered HTML: 1232 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 38%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/gewerbe-auszug-rueckgabevorbereitung","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Uebergabe vorbereiten","Unternehmen und Verwaltungen","/duesseldorf/reinigung","GOOD","HIGH","Rendered HTML: 1233 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 35%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/umzug-reinigung-entruempelung-regensburg-koordinieren","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/entruempelung","GOOD","HIGH","Rendered HTML: 1274 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 39%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/wohnungsuebergabe-regensburg-vorbereiten","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Vorbereitung und Checkliste","Privatkunden und Entscheidende","/regensburg/besenreine-uebergabe","GOOD","HIGH","Rendered HTML: 1285 words; FAQ 6; Article schema yes; main CTA yes; repeated long blocks 39%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/umzug-kosten-regensburg","de","C_ANGEBOT_UND_LEISTUNGSUMFANG","Angebot oder Kosten einordnen","Privatkunden und Entscheidende","/angebot-guenstiger-pruefen","MEDIUM","MEDIUM","Rendered HTML: 847 words; FAQ 3; Article schema yes; main CTA yes; repeated long blocks 61%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/leer-rueckfahrt-regensburg-firmen-moebeltransport","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/umzug","MEDIUM","MEDIUM","Rendered HTML: 873 words; FAQ 3; Article schema yes; main CTA yes; repeated long blocks 52%; visible external sources 0; visible editorial owner no; self-canonical yes","STRENGTHEN","P2"
"https://www.floxant.de/blog/bueroumzug-regensburg-kostenfaktoren-checkliste","de","C_ANGEBOT_UND_LEISTUNGSUMFANG","Angebot oder Kosten einordnen","Unternehmen und Verwaltungen","/angebot-guenstiger-pruefen","MEDIUM","MEDIUM","Rendered HTML: 784 words; FAQ 3; Article schema yes; main CTA yes; repeated long blocks 52%; visible external sources 0; visible editorial owner no; self-canonical yes","STRENGTHEN","P2"
"https://www.floxant.de/blog/firmenentsorgung-buero-inventar-regensburg","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Unternehmen und Verwaltungen","/duesseldorf/reinigung","MEDIUM","MEDIUM","Rendered HTML: 787 words; FAQ 3; Article schema yes; main CTA yes; repeated long blocks 55%; visible external sources 0; visible editorial owner no; self-canonical yes","STRENGTHEN","P2"
"https://www.floxant.de/blog/entruempelung-bayern-leitfaden","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Vorbereitung und Checkliste","Privatkunden und Entscheidende","/regensburg/entruempelung","LOW","HIGH","Rendered HTML: 135 words; FAQ 0; Article schema no; main CTA yes; repeated long blocks 0%; visible external sources 0; visible editorial owner no; self-canonical no","REDIRECT_CANDIDATE","P0"
"https://www.floxant.de/blog/entrumpelung-kosten-bayern","de","C_ANGEBOT_UND_LEISTUNGSUMFANG","Angebot oder Kosten einordnen","Privatkunden und Entscheidende","/angebot-guenstiger-pruefen","LOW","HIGH","Rendered HTML: 53 words; FAQ 0; Article schema no; main CTA no; repeated long blocks 0%; visible external sources 0; visible editorial owner no; self-canonical yes","STRENGTHEN","P2"
"https://www.floxant.de/blog/umzug-checkliste","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Vorbereitung und Checkliste","Privatkunden und Entscheidende","/regensburg/umzug","LOW","HIGH","Rendered HTML: 120 words; FAQ 0; Article schema yes; main CTA yes; repeated long blocks 0%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/umzug-regensburg-tipps","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Vorbereitung und Checkliste","Privatkunden und Entscheidende","/regensburg/umzug","LOW","HIGH","Rendered HTML: 155 words; FAQ 0; Article schema no; main CTA yes; repeated long blocks 0%; visible external sources 0; visible editorial owner no; self-canonical no","REDIRECT_CANDIDATE","P0"
"https://www.floxant.de/blog/umzug-tipps-bayern","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Vorbereitung und Checkliste","Privatkunden und Entscheidende","/regensburg/umzug","LOW","HIGH","Rendered HTML: 123 words; FAQ 0; Article schema no; main CTA yes; repeated long blocks 0%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/wohnungsaufloesung-was-tun","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/entruempelung","MEDIUM","HIGH","Rendered HTML: 682 words; FAQ 0; Article schema yes; main CTA yes; repeated long blocks 0%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/umzug-planen-schritt-fuer-schritt","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Vorbereitung und Checkliste","Privatkunden und Entscheidende","/regensburg/umzug","LOW","HIGH","Rendered HTML: 76 words; FAQ 0; Article schema no; main CTA no; repeated long blocks 0%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/umzugskosten-senken-7-tipps","de","C_ANGEBOT_UND_LEISTUNGSUMFANG","Angebot oder Kosten einordnen","Privatkunden und Entscheidende","/angebot-guenstiger-pruefen","MEDIUM","HIGH","Rendered HTML: 354 words; FAQ 0; Article schema yes; main CTA yes; repeated long blocks 0%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/wohnungsuebergabe-protokoll-guide","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Vorbereitung und Checkliste","Privatkunden und Entscheidende","/regensburg/besenreine-uebergabe","MEDIUM","HIGH","Rendered HTML: 307 words; FAQ 0; Article schema yes; main CTA no; repeated long blocks 0%; visible external sources 0; visible editorial owner no; self-canonical yes","STRENGTHEN","P2"
"https://www.floxant.de/blog/fernumzug-bayern-nrw-tipps","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Vorbereitung und Checkliste","Privatkunden und Entscheidende","/regensburg/umzug","MEDIUM","HIGH","Rendered HTML: 312 words; FAQ 0; Article schema yes; main CTA no; repeated long blocks 0%; visible external sources 0; visible editorial owner no; self-canonical yes","STRENGTHEN","P2"
"https://www.floxant.de/blog/umzug-mit-kindern-stressfrei","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/umzug","MEDIUM","HIGH","Rendered HTML: 347 words; FAQ 0; Article schema yes; main CTA no; repeated long blocks 0%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/warum-floxant-die-beste-wahl-ist","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf vers…5949 tokens truncated…rbereitung und Checkliste","Privatkunden und Entscheidende","/regensburg/umzug","MEDIUM","MEDIUM","Rendered HTML: 754 words; FAQ 3; Article schema yes; main CTA yes; repeated long blocks 58%; visible external sources 0; visible editorial owner no; self-canonical yes","STRENGTHEN","P2"
"https://www.floxant.de/blog/saubere-fotos-vor-wohnungsuebergabe","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Uebergabe vorbereiten","Privatkunden und Entscheidende","/regensburg/besenreine-uebergabe","LOW","LOW","Rendered HTML: 951 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 89%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/reinigungsergebnis-dokumentieren-regensburg","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/reinigung","LOW","LOW","Rendered HTML: 917 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 89%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/sichtbare-sauberkeit-vermietertermin","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/reinigung","LOW","LOW","Rendered HTML: 906 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 89%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/haeufige-gruende-fuer-kautionsabzuege","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/leistungen","LOW","LOW","Rendered HTML: 927 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 89%; visible external sources 0; visible editorial owner no; self-canonical yes","MANUAL_REVIEW","P1"
"https://www.floxant.de/blog/wohnungsuebergabe-ohne-streit","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Uebergabe vorbereiten","Privatkunden und Entscheidende","/regensburg/besenreine-uebergabe","LOW","LOW","Rendered HTML: 926 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 92%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/auszug-checkliste-regensburg","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Vorbereitung und Checkliste","Privatkunden und Entscheidende","/regensburg/besenreine-uebergabe","LOW","LOW","Rendered HTML: 917 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 89%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/schluesseluebergabe-vorbereiten-nicht-vor-ort","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Vorbereitung und Checkliste","Privatkunden und Entscheidende","/regensburg/besenreine-uebergabe","MEDIUM","MEDIUM","Rendered HTML: 917 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 50%; visible external sources 0; visible editorial owner no; self-canonical yes","STRENGTHEN","P2"
"https://www.floxant.de/blog/vor-schluesselabgabe-fertig-sein","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Uebergabe vorbereiten","Privatkunden und Entscheidende","/regensburg/besenreine-uebergabe","MEDIUM","MEDIUM","Rendered HTML: 906 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 50%; visible external sources 0; visible editorial owner no; self-canonical yes","STRENGTHEN","P2"
"https://www.floxant.de/blog/kurzfristige-reinigung-regensburg-24h-realistisch","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/reinigung","GOOD","MEDIUM","Rendered HTML: 926 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 44%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/wenn-besuch-oder-uebergabe-morgen-ist","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Uebergabe vorbereiten","Privatkunden und Entscheidende","/regensburg/besenreine-uebergabe","GOOD","MEDIUM","Rendered HTML: 924 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 44%; visible external sources 0; visible editorial owner no; self-canonical yes","KEEP","P3"
"https://www.floxant.de/blog/wohnung-wieder-bewohnbar-bekommen","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/leistungen","LOW","LOW","Rendered HTML: 916 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 88%; visible external sources 0; visible editorial owner no; self-canonical yes","STRENGTHEN","P2"
"https://www.floxant.de/blog/reset-nach-party-krankheit-belastung","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/leistungen","LOW","LOW","Rendered HTML: 912 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 92%; visible external sources 0; visible editorial owner no; self-canonical yes","STRENGTHEN","P2"
"https://www.floxant.de/blog/kleine-restaufgaben-mental-gross","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/leistungen","LOW","LOW","Rendered HTML: 916 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 88%; visible external sources 0; visible editorial owner no; self-canonical yes","STRENGTHEN","P2"
"https://www.floxant.de/blog/gerueche-in-wohnung-vor-uebergabe","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Uebergabe vorbereiten","Privatkunden und Entscheidende","/regensburg/besenreine-uebergabe","LOW","LOW","Rendered HTML: 923 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 89%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/kueche-bad-textilien-geruch","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/reinigung","LOW","LOW","Rendered HTML: 925 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 93%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/geruchsproblem-dokumentieren-statt-ueberdecken","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/reinigung","LOW","LOW","Rendered HTML: 931 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 90%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/vertrauliche-hilfe-belastete-raeume","de","B_REGENSBURG_UMZUG_RAEUMUNG_UEBERGABE","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/entruempelung","MEDIUM","MEDIUM","Rendered HTML: 915 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 50%; visible external sources 0; visible editorial owner no; self-canonical yes","STRENGTHEN","P2"
"https://www.floxant.de/blog/morgen-besuch-wohnung-vorzeigbar","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/leistungen","LOW","LOW","Rendered HTML: 897 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 92%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
"https://www.floxant.de/blog/familienbesuch-ohne-putzpanik","de","OUTSIDE_TARGET_CLUSTER","Leistung und Ablauf verstehen","Privatkunden und Entscheidende","/regensburg/reinigung","LOW","LOW","Rendered HTML: 902 words; FAQ 4; Article schema yes; main CTA yes; repeated long blocks 92%; visible external sources 0; visible editorial owner no; self-canonical yes","MERGE_CANDIDATE","P1"
