claim_id,public_text,route,source,verified,evidence,public_rendered,internal_only,expired,allowed_pages,language,risk,classification
CLAIM-14,"en: Volumen, Fotos, Etage, Laufweg, Strecke, Termin und Zusatzleistungen. Ist ein günstigerer Preis garantiert? Nein. FLOXANT prüft, ob eine klarere, passendere oder vielleicht günstigere Alternative möglich ist. Welche Daten helfen am meisten? Start",/blog/umzugsangebot-muenchen-pruefen-festpreis-guenstiger,out/blog/umzugsangebot-muenchen-pruefen-festpreis-guenstiger.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/blog/umzugsangebot-muenchen-pruefen-festpreis-guenstiger,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-15,"sen Situation beschreiben FAQ zu Kurzfristige Reinigung Ist eine Reinigung innerhalb von 24 Stunden garantiert? Nein. FLOXANT prüft kurzfristige Fälle nach Kapazität, Ort, Umfang und Zugang. Eine ehrliche Prüfung ist besser als ein leeres Versprechen",/blog/wenn-besuch-oder-uebergabe-morgen-ist,out/blog/wenn-besuch-oder-uebergabe-morgen-ist.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/blog/wenn-besuch-oder-uebergabe-morgen-ist,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-16,"n? Fotodokumentation relevanter Stellen kann nach Vereinbarung Teil des Auftrags sein. Gibt es eine Garantie auf Abnahme? Nein. Die Abnahme hängt von Vermieter, Vertrag und Zustand ab. FLOXANT kann aber helfen, die Wohnung besser vorzubereiten. Wan",/blog/wohnung-uebergabebereit-machen,out/blog/wohnung-uebergabebereit-machen.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/blog/wohnung-uebergabebereit-machen,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-17,"ation beschreiben FAQ zum Wohnungsübergabe-Komplettpaket Ist das Wohnungsübergabe-Komplettpaket ein garantierter Festumfang? Nein. Der konkrete Umfang hängt von Wohnung, Zustand, Zugang, Termin und Vereinbarung ab. FLOXANT prüft vorher, welche Leistung",/blog/wohnungsuebergabe-komplettpaket,out/blog/wohnungsuebergabe-komplettpaket.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/blog/wohnungsuebergabe-komplettpaket,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-18,"ung, keine Preisgarantie. Angebot prüfen lassen Situation beschreiben FAQ zu Vermieter-Schockschutz Garantiert der Service die volle Kaution? Nein. Die Kaution haengt von Mietvertrag, Zustand, Schaeden und Vermieterentscheidung ab. Der Service reduzi",/blog/wohnungsuebergabe-ohne-streit,out/blog/wohnungsuebergabe-ohne-streit.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/blog/wohnungsuebergabe-ohne-streit,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-19,"tudios, Apartments, hochwertige Wohnflächen und repräsentative Bereiche in Düsseldorf. Gibt es eine garantierte Perfektion? Nein. FLOXANT gibt keine pauschale Perfektionsgarantie. Zustand, Material, Umfang und gewünschtes Ergebnis werden vorab geprüft",/duesseldorf/luxusreinigung,out/duesseldorf/luxusreinigung.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/duesseldorf/luxusreinigung,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-20,"g ist kostenlos und unverbindlich. Ein Auftrag entsteht erst nach separater Abstimmung. Bekomme ich garantiert ein günstigeres Angebot? Nein. FLOXANT prüft sachlich, ob Preis und Umfang plausibel sind und ob eine passende Alternative möglich ist. Wel",/fairpreis-check,out/fairpreis-check.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/fairpreis-check,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-21,"reitung, wenn der letzte Termin sicherer laufen soll. Seite öffnen FAQ Häufige Fragen zu Geruchslos Garantiert FLOXANT, dass jeder Geruch verschwindet? Nein. Geruch hängt von Quelle, Material, Dauer und Zustand ab. FLOXANT kann reinigen und Quellenbe",/geruchslos-protokoll,out/geruchslos-protokoll.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/geruchslos-protokoll,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-22,"os oder Eigentuemerwechsel: Räumung, Entsorgung, Reinigung, Fotos und Dokumentation nach Absprache. Garantiert FLOXANT einen besseren Verkaufspreis? Nein. FLOXANT unterstützt bei Räumung, Reinigung, Entsorgung und Vorbereitung, garantiert aber keinen",/immobilie-verkaufsbereit-machen,out/immobilie-verkaufsbereit-machen.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/immobilie-verkaufsbereit-machen,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-23,"seren Verkaufspreis? Nein. FLOXANT unterstützt bei Räumung, Reinigung, Entsorgung und Vorbereitung, garantiert aber keinen Verkaufserfolg, keine Wertsteigerung und keinen besseren Preis. Ist FLOXANT ein Makler? Nein. FLOXANT uebernimmt keine Maklerle",/immobilie-verkaufsbereit-machen,out/immobilie-verkaufsbereit-machen.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/immobilie-verkaufsbereit-machen,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-24,"der Mieterwechsel-Service passender, dieser Link kann aber als schneller Startpunkt genutzt werden. Garantiert FLOXANT eine Vermietung? Nein. FLOXANT unterstützt praktisch und organisatorisch, garantiert aber keine Vermietung, Abnahme oder Vermietere",/makler-vermieter-link,out/makler-vermieter-link.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/makler-vermieter-link,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-25,"erden. Garantiert FLOXANT eine Vermietung? Nein. FLOXANT unterstützt praktisch und organisatorisch, garantiert aber keine Vermietung, Abnahme oder Vermieterentscheidung. Werden Renovierungen uebernommen? Nur Leistungen, die FLOXANT wirklich anbietet ",/makler-vermieter-link,out/makler-vermieter-link.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/makler-vermieter-link,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-26,"kehrende Zusammenarbeit angefragt und anhand der Eckdaten geprüft werden. Kann FLOXANT eine Wohnung garantiert wieder vermietbar machen? Nein. FLOXANT kann Räumung, Reinigung, Entsorgung und Vorbereitung unterstützen, aber keine Neuvermietung oder vo",/mieterwechsel-service-regensburg,out/mieterwechsel-service-regensburg.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/mieterwechsel-service-regensburg,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-27,"ite öffnen FAQ Häufige Fragen zu Kurzfristige Reinigung Ist eine Reinigung innerhalb von 24 Stunden garantiert? Nein. FLOXANT prüft kurzfristige Fälle nach Kapazität, Ort, Umfang und Zugang. Eine ehrliche Prüfung ist besser als ein leeres Versprechen",/panikfrei-in-24h,out/panikfrei-in-24h.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/panikfrei-in-24h,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-28,"Fotos, vorhandenes Angebot, Umfang, Zugang, Budget und eine Telefonnummer oder E-Mail. Gibt es eine Garantie? Nein. Der Plan-B-Service ist eine Machbarkeitspruefung nach Verfügbarkeit und ersetzt keine Rechtsberatung, keine Anbieterbewertung und ke",/plan-b-service,out/plan-b-service.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/plan-b-service,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-29,"lant werden kann. Gibt es eine Ertragsgarantie? Nein. FLOXANT ordnet Reinigung und Machbarkeit ein, garantiert aber keine Ertragssteigerung, technische Leistung oder Verfügbarkeit. Can I request solar panel cleaning in English? Yes. You can describe ",/pv-anlagen-reinigung,out/pv-anlagen-reinigung.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/pv-anlagen-reinigung,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-30,"Turnus, Termin, Zusatzpositionen, Zugang, Fotos und fehlende Annahmen. Wird ein vorhandenes Angebot garantiert unterboten? Nein. Es gibt keine Unterbietungsgarantie. Ziel ist eine sachliche zweite Einordnung und, falls passend, eine Alternative. Kann",/regensburg/angebot-vergleichen,out/regensburg/angebot-vergleichen.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/regensburg/angebot-vergleichen,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-31,"g nach Umzug Regensburg Angebotsprüfung Regensburg Angebot vergleichen Regensburg Region Regensburg Garantiert die Reinigung die Wohnungsabnahme? Nein. FLOXANT kann keine Abnahme oder Kautionsrückzahlung garantieren. Die Reinigung wird nach Zustand, ",/regensburg/uebergabereinigung,out/regensburg/uebergabereinigung.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/regensburg/uebergabereinigung,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-32," die Strecke zu einer Rückfahrt, Leerfahrt oder flexiblen Transportlösung passt. Ist eine Rückfahrt garantiert verfügbar? Nein. Rückfahrten entstehen nur, wenn Strecke, Datum, Umfang, Zugang und Kapazität zusammenpassen. FLOXANT prüft nach Verfügbark",/rueckfahrt-boerse,out/rueckfahrt-boerse.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/rueckfahrt-boerse,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-33,"bot kann aber helfen, offene Punkte, Umfang und Zeitdruck organisatorisch einzuordnen. Gibt es eine Garantie für Soforteinsatz? Nein. Machbarkeit haengt von Ort, Termin, Umfang, Zugang und Kapazität ab. FLOXANT formuliert bewusst keine falsche Sofo",/schadensbegrenzung,out/schadensbegrenzung.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/schadensbegrenzung,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-34,", Verschmutzung und Wasseranschluss reichen oft für den ersten Schritt. Wird eine Ertragssteigerung garantiert? Nein. FLOXANT prüft Reinigungsaufwand und Machbarkeit, gibt aber keine Garantie auf Stromertrag, technische Leistung, Verfügbarkeit oder P",/solarreinigung,out/solarreinigung.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/solarreinigung,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-35,"eprüft werden. Für Büroflächen sind Randzeiten oder betriebsruhige Zeiten oft wichtig. Gibt es eine Garantie, dass Flecken verschwinden? Nein. Flecken hängen von Material, Alter, Vorbehandlung, Farbstoff, Feuchtigkeit und Tiefe ab. FLOXANT prüft de",/teppichreinigung-regensburg,out/teppichreinigung-regensburg.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/teppichreinigung-regensburg,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-36,"abe-Sprint? Eine Prüfung der letzten praktischen Aufgaben vor Übergabe, Rückgabe oder Besichtigung. Garantiert FLOXANT die Abnahme? Nein. FLOXANT kann reinigen, räumen und vorbereiten, aber keine Abnahme oder Kautionsrückzahlung garantieren. Kann FLO",/uebergabe-sprint,out/uebergabe-sprint.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/uebergabe-sprint,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-37,"echseln kann sie helfen, Leistungen, Objektstatus, Fotos und offene Punkte klarer zu kommunizieren. Garantiert FLOXANT damit die Wohnungsübergabe? Nein. FLOXANT kann den Ablauf vorbereiten und dokumentieren. Abnahme, Kautionsentscheidung und Vermiete",/uebergabeakte,out/uebergabeakte.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/uebergabeakte,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-38,"esuch oder Neuvermietung sachlich prüfen. Seite öffnen FAQ Häufige Fragen zu Vermieter-Schockschutz Garantiert der Service die volle Kaution? Nein. Die Kaution haengt von Mietvertrag, Zustand, Schaeden und Vermieterentscheidung ab. Der Service reduzi",/vermieter-schockschutz-reinigung,out/vermieter-schockschutz-reinigung.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/vermieter-schockschutz-reinigung,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-39,"äumung, Entsorgung, Reinigung und Dokumentation wieder nutzbarer und präsentierbarer vorzubereiten. Garantiert FLOXANT, dass die Wohnung vermietet wird? Nein. FLOXANT kann Räumung, Reinigung, Entsorgung und Vorbereitung unterstützen, garantiert aber ",/wohnung-wieder-vermietbar,out/wohnung-wieder-vermietbar.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/wohnung-wieder-vermietbar,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
CLAIM-40,"ng vermietet wird? Nein. FLOXANT kann Räumung, Reinigung, Entsorgung und Vorbereitung unterstützen, garantiert aber keine Vermietung, Abnahme oder Entscheidung durch Vermieter, Makler oder Hausverwaltung. Für wen ist der Service geeignet? Für Vermiet",/wohnung-wieder-vermietbar,out/wohnung-wieder-vermietbar.html,true,Explicit negative limitation or answer; it rejects a guarantee and does not make a positive promise.,true,false,false,/wohnung-wieder-vermietbar,de,LOW_NEGATIVE_DISCLAIMER,VERIFIED_PUBLIC
